5, 0.81939, 0.005
10, 0.33445, 0.005
15, 0.20922, 0.005
20, 0.15526, 0.005
25, 0.12498, 0.005
30, 0.10883, 0.005
35, 0.08295, 0.005
40, 0.08535, 0.005
45, 0.07597, 0.005
50, 0.07267, 0.005
55, 0.06249, 0.005
60, 0.06859, 0.005
65, 0.05731, 0.005
70, 0.05885, 0.005
75, 0.05201, 0.005
80, 0.05304, 0.005
85, 0.05243, 0.005
90, 0.05140, 0.005
95, 0.04509, 0.005
100, 0.04783, 0.005
105, 0.04359, 0.005
110, 0.04003, 0.005
115, 0.04438, 0.005
120, 0.04599, 0.005
125, 0.04645, 0.005
130, 0.04442, 0.005
135, 0.04683, 0.005
140, 0.04608, 0.005
145, 0.04937, 0.005
150, 0.04666, 0.005
155, 0.04225, 0.005
160, 0.03675, 0.005
165, 0.03893, 0.005
170, 0.03919, 0.005
175, 0.04746, 0.005
180, 0.04644, 0.005
185, 0.03987, 0.005
190, 0.03905, 0.005
195, 0.03435, 0.005
200, 0.03538, 0.005
205, 0.03699, 0.005
210, 0.03609, 0.005
215, 0.04131, 0.005
220, 0.03902, 0.005
225, 0.04007, 0.005
230, 0.03644, 0.005
235, 0.03389, 0.005
240, 0.03676, 0.005
245, 0.04241, 0.005
250, 0.03916, 0.005
255, 0.03932, 0.005
260, 0.03809, 0.005
265, 0.03635, 0.005
270, 0.03588, 0.005
275, 0.03355, 0.005
280, 0.03490, 0.005
285, 0.03402, 0.005
290, 0.03608, 0.005
295, 0.03564, 0.005
300, 0.03901, 0.005
305, 0.03734, 0.005
310, 0.03156, 0.005
315, 0.03429, 0.005
320, 0.02751, 0.005
325, 0.03417, 0.005
330, 0.03452, 0.005
335, 0.03184, 0.005
340, 0.03059, 0.005
345, 0.03221, 0.005
350, 0.03429, 0.005
355, 0.03247, 0.005
360, 0.02843, 0.005
365, 0.03432, 0.005
370, 0.03023, 0.005
375, 0.03166, 0.005
380, 0.03425, 0.005
385, 0.02914, 0.005
390, 0.03007, 0.005
395, 0.03243, 0.005
400, 0.03096, 0.005
405, 0.02877, 0.005
410, 0.03016, 0.005
415, 0.03301, 0.005
420, 0.02883, 0.005
425, 0.02779, 0.005
430, 0.03032, 0.005
435, 0.03187, 0.005
440, 0.03507, 0.005
445, 0.03531, 0.005
450, 0.02806, 0.005
455, 0.03099, 0.005
460, 0.02965, 0.005
465, 0.02914, 0.005
470, 0.03003, 0.005
475, 0.02786, 0.005
480, 0.02918, 0.005
485, 0.03137, 0.005
490, 0.03221, 0.005
495, 0.02443, 0.005
500, 0.02843, 0.005
505, 0.02953, 0.005
510, 0.02588, 0.005
515, 0.03304, 0.005
520, 0.03402, 0.005
525, 0.02777, 0.005
530, 0.02981, 0.005
535, 0.02897, 0.005
540, 0.03353, 0.005
545, 0.02897, 0.005
550, 0.02983, 0.005
555, 0.03219, 0.005
560, 0.03005, 0.005
565, 0.02806, 0.005
570, 0.03244, 0.005
575, 0.03193, 0.005
580, 0.02774, 0.005
585, 0.02704, 0.005
590, 0.02877, 0.005
595, 0.02640, 0.005
600, 0.02931, 0.005
605, 0.02373, 0.005
610, 0.02606, 0.005
615, 0.02766, 0.005
620, 0.03327, 0.005
625, 0.02375, 0.005
630, 0.02607, 0.005
635, 0.02555, 0.005
640, 0.02801, 0.005
645, 0.02622, 0.005
650, 0.02604, 0.005
655, 0.02929, 0.005
660, 0.02736, 0.005
665, 0.02632, 0.005
670, 0.02801, 0.005
675, 0.02773, 0.005
680, 0.02701, 0.005
685, 0.02412, 0.005
690, 0.02900, 0.005
695, 0.02570, 0.005
700, 0.02479, 0.005
705, 0.02846, 0.005
710, 0.02533, 0.005
715, 0.02557, 0.005
720, 0.02724, 0.005
725, 0.02639, 0.005
730, 0.02818, 0.005
735, 0.02436, 0.005
740, 0.02504, 0.005
745, 0.02679, 0.005
750, 0.02241, 0.005
755, 0.02611, 0.005
760, 0.02471, 0.005
765, 0.02773, 0.005
770, 0.02683, 0.005
775, 0.02229, 0.005
780, 0.02298, 0.005
785, 0.02556, 0.005
790, 0.02483, 0.005
795, 0.02598, 0.005
800, 0.02748, 0.005
805, 0.02484, 0.005
810, 0.02254, 0.005
815, 0.02617, 0.005
820, 0.02585, 0.005
825, 0.02397, 0.005
830, 0.02347, 0.005
835, 0.02688, 0.005
840, 0.02321, 0.005
845, 0.02708, 0.005
850, 0.02604, 0.005
855, 0.02038, 0.005
860, 0.02569, 0.005
865, 0.02666, 0.005
870, 0.02816, 0.005
875, 0.02841, 0.005
880, 0.02624, 0.005
885, 0.02503, 0.005
890, 0.02342, 0.005
895, 0.02518, 0.005
900, 0.02296, 0.005
905, 0.02394, 0.005
910, 0.02206, 0.005
915, 0.02452, 0.005
920, 0.02098, 0.005
925, 0.02338, 0.005
930, 0.02152, 0.005
935, 0.02345, 0.005
940, 0.02100, 0.005
945, 0.02108, 0.005
950, 0.02193, 0.005
955, 0.02480, 0.005
960, 0.02215, 0.005
965, 0.02144, 0.005
970, 0.02342, 0.005
975, 0.02415, 0.005
980, 0.02503, 0.005
985, 0.02058, 0.005
990, 0.02232, 0.005
995, 0.02332, 0.005
1000, 0.02196, 0.005
1005, 0.02276, 0.005
1010, 0.02468, 0.005
1015, 0.02391, 0.005
1020, 0.02108, 0.005
1025, 0.02463, 0.005
1030, 0.01886, 0.005
1035, 0.02362, 0.005
1040, 0.02229, 0.005
1045, 0.02201, 0.005
1050, 0.02286, 0.005
1055, 0.01886, 0.005
1060, 0.02456, 0.005
1065, 0.02246, 0.005
1070, 0.02150, 0.005
1075, 0.02004, 0.005
1080, 0.01983, 0.005
1085, 0.02206, 0.005
1090, 0.02072, 0.005
1095, 0.02475, 0.005
1100, 0.02132, 0.005
1105, 0.01844, 0.005
1110, 0.02109, 0.005
1115, 0.01882, 0.005
1120, 0.02035, 0.005
1125, 0.02052, 0.005
1130, 0.02180, 0.005
1135, 0.02094, 0.005
1140, 0.01875, 0.005
1145, 0.02177, 0.005
1150, 0.02039, 0.005
1155, 0.02106, 0.005
1160, 0.02072, 0.005
1165, 0.01956, 0.005
1170, 0.02448, 0.005
1175, 0.02008, 0.005
1180, 0.02190, 0.005
1185, 0.02083, 0.005
1190, 0.02326, 0.005
1195, 0.02005, 0.005
1200, 0.02089, 0.005
1205, 0.02028, 0.005
1210, 0.02173, 0.005
1215, 0.02020, 0.005
1220, 0.02305, 0.005
1225, 0.02291, 0.005
1230, 0.02288, 0.005
1235, 0.02074, 0.005
1240, 0.01974, 0.005
1245, 0.02053, 0.005
1250, 0.01969, 0.005
1255, 0.02370, 0.005
1260, 0.02332, 0.005
1265, 0.02000, 0.005
1270, 0.01940, 0.005
1275, 0.01858, 0.005
1280, 0.02135, 0.005
1285, 0.01920, 0.005
1290, 0.02121, 0.005
1295, 0.01954, 0.005
1300, 0.02145, 0.005
1305, 0.01947, 0.005
1310, 0.02160, 0.005
1315, 0.01644, 0.005
1320, 0.02199, 0.005
1325, 0.02415, 0.005
1330, 0.02043, 0.005
1335, 0.02305, 0.005
1340, 0.02331, 0.005
1345, 0.01946, 0.005
1350, 0.02170, 0.005
1355, 0.02000, 0.005
1360, 0.02301, 0.005
1365, 0.02139, 0.005
1370, 0.02238, 0.005
1375, 0.02027, 0.005
1380, 0.02097, 0.005
1385, 0.02179, 0.005
1390, 0.02111, 0.005
1395, 0.02057, 0.005
1400, 0.01940, 0.005
1405, 0.01788, 0.005
1410, 0.01954, 0.005
1415, 0.01842, 0.005
1420, 0.01946, 0.005
1425, 0.01864, 0.005
1430, 0.01917, 0.005
1435, 0.02277, 0.005
1440, 0.02169, 0.005
1445, 0.01963, 0.005
1450, 0.02051, 0.005
1455, 0.02077, 0.005
1460, 0.01998, 0.005
1465, 0.02125, 0.005
1470, 0.02072, 0.005
1475, 0.02131, 0.005
1480, 0.01960, 0.005
1485, 0.02177, 0.005
1490, 0.02174, 0.005
1495, 0.02212, 0.005
1500, 0.02147, 0.005
1505, 0.01975, 0.005
1510, 0.01702, 0.005
1515, 0.01791, 0.005
1520, 0.02051, 0.005
1525, 0.02010, 0.005
1530, 0.01837, 0.005
1535, 0.01892, 0.005
1540, 0.01905, 0.005
1545, 0.01965, 0.005
1550, 0.01965, 0.005
1555, 0.02052, 0.005
1560, 0.01730, 0.005
1565, 0.02011, 0.005
1570, 0.01767, 0.005
1575, 0.01605, 0.005
1580, 0.01955, 0.005
1585, 0.01831, 0.005
1590, 0.02003, 0.005
1595, 0.01861, 0.005
1600, 0.02107, 0.005
1605, 0.01945, 0.005
1610, 0.02017, 0.005
1615, 0.01749, 0.005
1620, 0.01884, 0.005
1625, 0.01869, 0.005
1630, 0.01758, 0.005
1635, 0.02013, 0.005
1640, 0.01861, 0.005
1645, 0.01440, 0.005
1650, 0.02046, 0.005
1655, 0.02132, 0.005
1660, 0.01854, 0.005
1665, 0.01854, 0.005
1670, 0.01743, 0.005
1675, 0.01811, 0.005
1680, 0.02026, 0.005
1685, 0.01705, 0.005
1690, 0.01973, 0.005
1695, 0.01973, 0.005
1700, 0.01819, 0.005
1705, 0.02040, 0.005
1710, 0.01605, 0.005
1715, 0.01630, 0.005
1720, 0.01899, 0.005
1725, 0.01785, 0.005
1730, 0.01693, 0.005
1735, 0.01834, 0.005
1740, 0.02028, 0.005
1745, 0.01781, 0.005
1750, 0.01589, 0.005
1755, 0.02231, 0.005
1760, 0.01779, 0.005
1765, 0.01921, 0.005
1770, 0.01623, 0.005
1775, 0.01814, 0.005
1780, 0.01660, 0.005
1785, 0.01669, 0.005
1790, 0.01816, 0.005
1795, 0.01726, 0.005
1800, 0.01654, 0.005
1805, 0.01687, 0.005
1810, 0.01971, 0.005
1815, 0.01695, 0.005
1820, 0.01740, 0.005
1825, 0.01838, 0.005
1830, 0.01747, 0.005
1835, 0.01389, 0.005
1840, 0.02063, 0.005
1845, 0.01982, 0.005
1850, 0.01867, 0.005
1855, 0.01731, 0.005
1860, 0.01737, 0.005
1865, 0.01787, 0.005
1870, 0.01783, 0.005
1875, 0.01858, 0.005
1880, 0.01697, 0.005
1885, 0.01919, 0.005
1890, 0.01757, 0.005
1895, 0.01853, 0.005
1900, 0.01963, 0.005
1905, 0.01759, 0.005
1910, 0.01920, 0.005
1915, 0.01857, 0.005
1920, 0.01809, 0.005
1925, 0.01787, 0.005
1930, 0.01567, 0.005
1935, 0.02010, 0.005
1940, 0.01872, 0.005
1945, 0.01908, 0.005
1950, 0.01812, 0.005
1955, 0.01626, 0.005
1960, 0.01976, 0.005
1965, 0.01856, 0.005
1970, 0.01527, 0.005
1975, 0.01745, 0.005
1980, 0.01961, 0.005
1985, 0.01675, 0.005
1990, 0.01640, 0.005
1995, 0.01762, 0.005
2000, 0.01992, 0.005
2005, 0.01957, 0.005
2010, 0.01925, 0.005
2015, 0.01801, 0.005
2020, 0.01974, 0.005
2025, 0.02162, 0.005
2030, 0.01751, 0.005
2035, 0.01659, 0.005
2040, 0.02193, 0.005
2045, 0.01655, 0.005
2050, 0.01520, 0.005
2055, 0.01902, 0.005
2060, 0.01884, 0.005
2065, 0.01921, 0.005
2070, 0.01717, 0.005
2075, 0.01867, 0.005
2080, 0.01667, 0.005
2085, 0.01982, 0.005
2090, 0.01573, 0.005
2095, 0.01646, 0.005
2100, 0.01502, 0.005
2105, 0.01826, 0.005
2110, 0.01817, 0.005
2115, 0.01653, 0.005
